Modelo,Accuracy,Precision,Recall,F1-Score,Train Time (s),Inference (ms),Params,Best Val Acc
raw_medium,0.9035317200784827,0.9030663292142337,0.9035317200784827,0.9031475678061825,249.40303468704224,0.47549108664194745,8555652,0.9020601700457815
raw_deep_regularized,0.9033682145192936,0.903312270050462,0.9033682145192936,0.903132016679929,416.0371322631836,0.28264522552490234,12974692,0.9041857423152387
raw_shallow,0.9004251144538914,0.9001033441328412,0.9004251144538914,0.9000371043400663,173.77246165275574,0.30217071374257404,6367684,0.8997710922171354
