Modelo,Accuracy,Precision,Recall,F1-Score,Train Time (s),Inference (ms),Params,Best Val Acc
lbp_shallow,0.8402550686723349,0.8428333956915066,0.8402550686723349,0.8402059862635379,99.52920627593994,0.14396756887435913,101188,0.8425441465009811
lbp_medium,0.8355134074558535,0.8397993123610485,0.8355134074558535,0.8362406772925368,101.75727152824402,0.19720196723937988,200324,0.8366579463701765
lbp_deep_regularized,0.8077174623937214,0.8130128582665554,0.8077174623937214,0.807668531061063,107.45914769172668,0.3670230507850647,441700,0.8111510791366906
